class_name;class_idx;prompt
train;3;"A photo of a modern {name} gliding through a bustling cityscape with towering skyscrapers and crowded streets below."
train;4;"A photo of a {name} chugging along a winding mountain track with snow-capped peaks and evergreen forests in the distance."
train;5;"A photo of a {name} stopped in a desolate desert landscape, surrounded by sand dunes and cacti, with a sunset glow in the sky."
truck;1;"A photo of a sleek, silver {name} parked in front of a bustling city skyline [at sunset]."
truck;2;"A photo of a rugged, off-road {name} surrounded by towering mountains and dense forests [during winter]."
truck;3;"A photo of a vintage, red {name} parked next to a quaint, small-town diner [during the evening rush]."
truck;4;"A photo of a shiny, black {name} driving through a winding, coastal road with a stunning ocean view [at sunrise]."
truck;5;"A photo of a modern, electric {name} charging at a truck stop next to a busy highway [during a rainstorm]."
boat;1;"A photo of a sleek {name} sailing through the crystal-clear waters of a tropical island, with palm trees swaying in the background and a colorful sunset in the distance."
boat;2;"A photo of a sturdy {name} navigating through the choppy waters of a rocky coastline, with towering cliffs looming in the background and a small fishing village in the foreground."
boat;3;"A photo of a luxurious {name} cruising along a scenic river, surrounded by lush greenery and picturesque bridges, with a bustling city skyline visible in the distance."
boat;4;"A photo of a rugged {name} floating on a serene lake, surrounded by snow-capped mountains and a misty forest, with a secluded cabin nestled among the trees."
boat;5;"A photo of a vintage {name} tied up at a bustling marina, surrounded by bustling activity and a vibrant cityscape, with a busy harbor and towering skyscrapers in the background."
traffic light;1;"A photo of a {name} in the middle of a bustling city intersection, surrounded by towering skyscrapers and honking cars."
traffic light;2;"A photo of a {name} at a busy intersection near a beach, with palm trees swaying in the background and the sound of waves crashing in the distance."
traffic light;3;"A photo of a {name} in a small town main street, with quaint shops and cafes lining the sidewalk and a historic church steeple in the background."
traffic light;4;"A photo of a {name} in a futuristic cityscape, with sleek skyscrapers and flying cars zipping by in the background."
traffic light;5;"A photo of a {name} in a rural setting, with rolling hills and fields of crops stretching out as far as the eye can see."
fire hydrant;1;"A photo of a {name} sitting in a quaint small-town square surrounded by historic buildings and street lamps."
fire hydrant;2;"A photo of a {name} standing next to a bustling city street filled with skyscrapers and cars, capturing the hustle and bustle of urban life."
fire hydrant;3;"A photo of a {name} nestled among tall trees and a winding streams in a serene countryside landscape, creating a sense of peace and tranquility."
fire hydrant;4;"A photo of a {name} in front of a vibrant, colorful building in a bustling city marketplace, reflecting the vibrant culture and diversity of the surrounding community."
fire hydrant;5;"A photo of a {name} surrounded by a desert landscape of sand dunes and cacti, creating a dramatic and otherworldly scene."
stop sign;1;"A photo of a {name} in front of an old, abandoned factory with peeling paint and rusted metal beams."
stop sign;2;"A photo of a {name} surrounded by a lush green forest with tall trees and a winding stream in the background."
stop sign;3;"A photo of a {name} in the middle of a bustling city street with tall skyscrapers and honking cars all around."
stop sign;4;"A photo of a {name} in a desert landscape with sand dunes stretching as far as the eye can see."
stop sign;5;"A photo of a {name} at the top of a snowy mountain with a breathtaking view of the surrounding peaks and valleys."
parking meter;1;"A photo of a {name} in a bustling city square, surrounded by tall buildings and busy street performers."
parking meter;2;"A photo of a {name} in a quaint small-town main street, next to a antique shop and a local cafe."
parking meter;3;"A photo of a {name} in a futuristic sci-fi cityscape, next to a flying car and a holographic advertisement."
parking meter;4;"A photo of a {name} in a seaside resort town, near a beach and a pier with a Ferris wheel."
parking meter;5;"A photo of a {name} in a bustling marketplace, surrounded by vibrant colors and exotic smells of spices and flowers."
bench;1;"A photo of a {name} sitting under a vibrant blue sky with fluffy white clouds, surrounded by tall trees and a serene lake in the background."
bench;2;"A photo of a {name} placed on a winding coastal path, overlooking a vast ocean with crashing waves and a sandy beach beyond."
bench;3;"A photo of a {name} nestled among colorful wildflowers and towering mountain peaks in a rugged national park."
bench;4;"A photo of a {name} situated in a bustling city square, surrounded by historic buildings, street performers, and the hustle and bustle of urban life."
bench;5;"A photo of a {name} located in a peaceful forest clearing, surrounded by tall trees, a babbling brook, and a carpet of vibrant wildflowers."
bird;1;"a photo of a {name}"
bird;2;"a photo of a {name}"
bird;3;"a photo of a {name}"
bird;4;"a photo of a {name}"
bird;5;"a photo of a {name}"
cat;1;"A photo of a {name} lounging on a sunny windowsill overlooking a bustling city skyline."
cat;2;"A photo of a {name} curled up in a cozy little nest of leaves and twigs in a peaceful forest clearing."
cat;3;"A photo of a {name} pouncing on a toy mouse in a colorful and busy toy store filled with playful kids."
cat;4;"A photo of a {name} relaxing on a tranquil beach surrounded by towering palm trees and sparkling ocean waves."
cat;5;"A photo of a {name} exploring a charming little bookstore filled with dusty tomes and snuggling up with a soft blanket."
dog;1;"A photo of a {name} playing in the snow-covered mountains []."
dog;2;"A photo of a {name} running along a sandy beach at sunset []."
dog;3;"A photo of a {name} snuggled up in a cozy log cabin surrounded by pine trees []."
dog;4;"A photo of a {name} lounging in a lush green meadow filled with wildflowers []."
dog;5;"A photo of a {name} exploring a bustling city street filled with street art and food vendors []."
horse;1;"A photo of a {name} grazing in a lush green meadow with a blue sky background."
horse;2;"A photo of a {name} running through a sandy beach at sunset, with the waves crashing in the background."
horse;3;"A photo of a {name} standing in a snowy forest, with snowflakes falling around it and a cold, wintery atmosphere."
horse;4;"A photo of a {name} drinking from a cool mountain stream, surrounded by rocky cliffs and a serene mountain landscape."
horse;5;"A photo of a {name} galloping through a bustling city street, with skyscrapers and crowded sidewalks in the background."
sheep;1;"A photo of a {name} grazing in a lush green meadow surrounded by rolling hills and towering trees."
sheep;2;"A photo of a {name} standing on a rocky cliffside overlooking a vast desert landscape, with a setting sun casting a warm orange glow over the scene."
sheep;3;"A photo of a {name} wandering through a bustling city street lined with tall skyscrapers and neon lights, as pedestrians and cars pass by in the background."
sheep;4;"A photo of a {name} resting in a cozy barn surrounded by stacks of hay and farm equipment, with a snow-covered landscape visible through the windows."
sheep;5;"A photo of a {name} standing on a sandy beach next to a crystal-clear ocean, with a seagull flying overhead and a sunset casting a warm glow over the scene."
cow;1;"A photo of a {name} standing in a lush green meadow with a backdrop of rolling hills and a blue sky."
cow;2;"A photo of a {name} grazing in a sun-kissed field of golden wheat, surrounded by tall trees and a tranquil lake in the distance."
cow;3;"A photo of a {name} roaming through a dense forest, its horns and coat blending seamlessly into the shadows and foliage."
cow;4;"A photo of a {name} resting on a rocky cliffside, gazing out at a turquoise ocean and a sunset sky above."
cow;5;"A photo of a {name} standing in a bustling city street, surrounded by skyscrapers and crowded sidewalks, but still managing to maintain its peaceful demeanor."
elephant;1;"A photo of a regal {name} standing in front of a majestic waterfall in the morning mist."
elephant;2;"A photo of a playful {name} splashing in a serene lake with a sunset sky in the background."
elephant;3;"A photo of a wise {name} meditating under a towering tree in a lush, green forest."
elephant;4;"A photo of a curious {name} exploring an ancient temple surrounded by vibrant flora and fauna."
elephant;5;"A photo of a majestic {name} standing atop a rocky cliff overlooking a vast, stormy ocean."
bear;1;"A photo of a majestic {name} sitting on a rocky cliff overlooking a breathtaking sunset ."
bear;2;"A photo of a cuddly {name} playing with a ball of honey in a bucolic meadow surrounded by wildflowers ."
bear;3;"A photo of a fierce {name} standing in front of a dense, misty forest, with trees stretching up to the sky ."
bear;4;"A photo of a lazy {name} lounging in a warm, sandy cave, with the sun shining through the entrance ."
bear;5;"A photo of a curious {name} peeking through a gap in the trees, as if it's searching for something in the depths of the forest ."
zebra;1;"A photo of a {name} standing in the savannah at sunset."
zebra;2;"A photo of a {name} grazing in a lush forest, surrounded by tall trees."
zebra;3;"A photo of a {name} drinking from a sparkling waterfall in a remote mountain range."
zebra;4;"A photo of a {name} racing across a golden beach, with the ocean waves in the background."
zebra;5;"A photo of a {name} resting in a cozy meadow, surrounded by wildflowers and a gentle stream."
giraffe;1;"A photo of a {name} standing on a sunset savannah, with a herd of antelopes grazing in the background."
giraffe;2;"A photo of a {name} munching on leaves from a tall Acacia tree in a dense African forest."
giraffe;3;"A photo of a {name} lounging by a watering hole in a dry, arid landscape, with a distant mountain range in the background."
giraffe;4;"A photo of a {name} crossing a rickety bridge over a fast-flowing river, with a group of hippos splashing in the water below."
giraffe;5;"A photo of a {name} interacting with a group of curious monkeys in a lush, tropical jungle."
backpack;1;"A photo of a worn, trusty {name} perched on a rocky cliffside, with a breathtaking view of a mountain range in the distance."
backpack;2;"A photo of a sleek, high-tech {name} floating in mid-air, surrounded by futuristic cityscapes and neon lights."
backpack;3;"A photo of a vintage, leather-bound {name} nestled among the roots of a giant, ancient tree, with a stream running nearby."
backpack;4;"A photo of a versatile, multicolored {name} suspended from a tree branch above a bustling jungle, with exotic plants and animals in the foreground."
backpack;5;"A photo of a stylish, minimalist {name} positioned on a picturesque beach at sunset, with the waves glistening in the fading light."
umbrella;1;"A photo of a {name} in a vibrant, colorful rainforest, surrounded by towering trees and exotic wildlife."
umbrella;2;"A photo of a {name} on a bustling city street, next to a street performer juggling fire and a busy crowd of onlookers."
umbrella;3;"A photo of a {name} on a sandy beach, protecting a group of children from the hot sun and crashing waves."
umbrella;4;"A photo of a {name} in a snowy winter wonderland, standing next to a frozen pond and a small ski lift."
umbrella;5;"A photo of a {name} in a futuristic cityscape, hovering above a sleek, neon-lit street and a group of people in bright, sci-fi clothing."
handbag;1;"A photo of a vintage {name} sitting on a beach towel in a tranquil seaside resort, surrounded by palm trees and a clear blue ocean."
handbag;2;"A photo of a stylish {name} hanging from a tree branch in a lush, tropical jungle, with vibrant green foliage and exotic birds flying overhead."
handbag;3;"A photo of a sleek {name} lying on a sandy desert dune, next to a futuristic spacecraft and a towering sandstone mountain in the distance."
handbag;4;"A photo of a classic {name} floating in a calm, serene lake, surrounded by misty mountains and a rainbow arcing across the sky."
handbag;5;"A photo of a minimalist {name} perched on a mountaintop, overlooking a breathtaking sunrise with snow-capped peaks in the distance."
tie;1;"A photo of a bright red {name} lying on a beach towel in a sun-kissed sandy dune, surrounded by swaying palm trees and a clear blue sky."
tie;2;"A photo of a {name} hanging from a rustic wooden peg rack in a cozy mountain cabin, surrounded by snow-capped peaks and a crackling fireplace."
tie;3;"A photo of a {name} draped over a ornate stone balustrade in a grand, gothic cathedral, surrounded by stained glass windows and intricate carvings."
tie;4;"A photo of a {name} floating in a crystal clear lake, surrounded by lush greenery and a picturesque waterfall in the distance."
tie;5;"A photo of a {name} arranged on a vintage fashion mannequin in a retro-style clothing storefront, surrounded by classic cars and a bustling cityscape."
suitcase;1;"A photo of a vintage {name} scattered among the colorful, cluttered luggage racks in a bustling train station."
suitcase;2;"A photo of a sleek {name} sitting on a pristine white beach, surrounded by towering palm trees and clear blue waters."
suitcase;3;"A photo of a worn, battered {name} half-buried in the snow on a mountain trail, with a snow-capped peak looming in the background."
suitcase;4;"A photo of a {name} half-submerged in a turquoise lagoon, surrounded by swaying palm fronds and crystal-clear water."
suitcase;5;"A photo of a {name} perched atop a rugged, rocky cliffside, overlooking a breathtakingly vast and barren desert landscape."
frisbee;1;"A photo of a {name} floating in a serene lake on a sunny afternoon, surrounded by tall trees and a few sailboats in the distance."
frisbee;2;"A photo of a {name} lying on a beautiful, sandy beach, with a clear blue ocean stretching out to the horizon and a few seagulls flying overhead."
frisbee;3;"A photo of a {name} nestled in a snowbank, surrounded by snow-covered trees and a cold, wintry landscape in the distance."
frisbee;4;"A photo of a {name} suspended in mid-air, caught in a slow-motion moment as a group of friends play a game of frisbee golf in a lush, green park."
frisbee;5;"A photo of a {name} nestled in a rocky crevasse, surrounded by towering mountains and a thin layer of snow, creating a dramatic and rugged landscape."
skis;1;"A photo of a {name} gliding down a snowy mountain slope, surrounded by tall evergreen trees and a serene blue sky."
skis;2;"A photo of a {name} navigating a challenging rocky terrain, with a beautiful sunset casting a warm orange glow on the landscape."
skis;3;"A photo of a {name} racing through a dense winter forest, with the sound of rushing water in the background and a blanket of fresh snow on the ground."
skis;4;"A photo of a {name} cruising across a pristine frozen lake, with a stunning sunrise reflecting off the water's still surface and a picturesque winter cabin in the distance."
skis;5;"A photo of a {name} climbing up a steep mountain peak, with icy winds howling in the background and a breathtaking panorama of the surrounding peaks and valleys."
snowboard;1;"a photo of a {name}"
snowboard;2;"a photo of a {name}"
snowboard;3;"a photo of a {name}"
snowboard;4;"a photo of a {name}"
snowboard;5;"a photo of a {name}"
sports ball;1;"a photo of a {name}"
sports ball;2;"a photo of a {name}"
sports ball;3;"a photo of a {name}"
sports ball;4;"a photo of a {name}"
sports ball;5;"a photo of a {name}"
kite;1;"A photo of a bright red {name} flying high in a clear blue sky with fluffy white clouds in the background."
kite;2;"A photo of a sleek black {name} soaring over a rocky beach with the sun setting in the distance."
kite;3;"A photo of a colorful {name} hovering above a lush green forest with a small stream running through it."
kite;4;"A photo of a {name} with a shimmering gold tail flying over a misty mountain landscape."
kite;5;"A photo of a {name} with a vibrant orange body and purple wings flying in a breezy field with wildflowers growing beneath it."
baseball bat;1;"A photo of a {name} lying on a dusty field, surrounded by tall trees and a clear blue sky."
baseball bat;2;"A photo of a {name} perched on top of a rugged mountain, with a breathtaking view of a valley below."
baseball bat;3;"A photo of a {name} resting in a dimly lit cave, lit by the soft glow of a nearby stalactite."
baseball bat;4;"A photo of a {name} floating on a calm lake, surrounded by a ring of lily pads and a flock of peaceful swans."
baseball bat;5;"A photo of a {name} leaning against a weathered, wooden pier, with a sunset casting a warm glow over the water."
baseball glove;1;"A photo of a worn {name} lying on a weathered wooden bench in a dusty, old baseball field, surrounded by tall trees and a clear blue sky."
baseball glove;2;"A photo of a {name} partially submerged in a murky, green pond, with lily pads and water lilies floating nearby, on a hot summer day."
baseball glove;3;"A photo of a {name} placed delicately on a velvet cushion in a luxurious, high-end sports memorabilia display case, surrounded by framed baseball cards and other vintage sports artifacts."
baseball glove;4;"A photo of a {name} nestled among a pile of sand and seashells on a sunny beach, with the ocean waves crashing in the distance."
baseball glove;5;"A photo of a {name} hanging from a rusty old metal hook in a dimly lit, cramped, and grimy locker room, surrounded by dirty athletic equipment and the faint scent of sweat."
skateboard;1;"A photo of a {name} in a bustling city square, with skaters performing tricks and spectators cheering in the background."
skateboard;2;"A photo of a {name} parked next to a vintage car in a scenic coastal town, with the ocean waves crashing in the background."
skateboard;3;"A photo of a {name} surrounded by colorful street art in a trendy neighborhood, with a group of friends posing for a selfie in the foreground."
skateboard;4;"A photo of a {name} being used as a makeshift bench in a cozy mountain lodge, with snow-capped peaks visible through the window."
skateboard;5;"A photo of a {name} perched on top of a converted school bus, traveling through a sun-drenched desert landscape."
surfboard;1;"A photo of a {name} floating on the crystal-clear waters of a remote island beach, surrounded by lush tropical greenery and swaying palm trees."
surfboard;2;"A photo of a {name} standing on the sandy shore of a bustling beachside resort, framed by a vibrant boardwalk filled with street performers and food vendors."
surfboard;3;"A photo of a {name} nestled among the rocks and seaweed of a rugged coastline, with a dramatic stormy sky looming in the distance."
surfboard;4;"A photo of a {name} perched on the edge of a cliff, overlooking a vast expanse of turquoise ocean and the distant horizon."
surfboard;5;"A photo of a {name} buried under a pile of soft, fluffy snow in a winter wonderland setting, surrounded by snow-covered trees and a serene frozen lake."
tennis racket;1;"A photo of a {name} sitting on a sandy beach, surrounded by palm trees and a clear blue ocean."
tennis racket;2;"A photo of a {name} placed on top of a rugged rocky cliff, overlooking a vast desert landscape."
tennis racket;3;"A photo of a {name} lying on a green grassy field, surrounded by colorful wildflowers and a bright blue sky."
tennis racket;4;"A photo of a {name} placed on a snowy mountain peak, with a cold wind blowing and a breathtaking view of the surrounding mountains."
tennis racket;5;"A photo of a {name} floating in a peaceful lake, surrounded by lush greenery and a serene atmosphere."
bottle;1;"A photo of a {name} floating in a sea of blue, surrounded by coral reefs and schools of tropical fish."
bottle;2;"A photo of a {name} nestled in a mountain meadow, surrounded by wildflowers and towering above the trees."
bottle;3;"A photo of a {name} sitting on a sandy beach at sunset, with waves crashing in the distance and a seagull perched on the lid."
bottle;4;"A photo of a {name} suspended in mid-air, surrounded by a kaleidoscope of colors and swirling shapes."
bottle;5;"A photo of a {name} submerged in a bubbly hot spring, surrounded by towering geysers and steam vents."
wine glass;1;"A photo of a {name} sitting on a weathered wooden deck overlooking a serene lake on a crisp autumn day."
wine glass;2;"A photo of a {name} placed on top of a rustic mountain peak, surrounded by snow-capped peaks and a clear blue sky."
wine glass;3;"A photo of a {name} positioned in the center of a bustling city street, surrounded by neon lights and towering skyscrapers."
wine glass;4;"A photo of a {name} sitting on a sandy beach, with palm trees swaying in the background and waves crashing in the distance."
wine glass;5;"A photo of a {name} placed on a cliffside overlooking a rugged coastline, with a lone seagull flying in the distance."
cup;1;"A photo of a {name} sitting on a beach towel on a sunny beach, surrounded by palm trees and a clear blue ocean."
cup;2;"A photo of a {name} nestled in a field of wildflowers, with a sunny sky overhead and a gentle breeze blowing."
cup;3;"A photo of a {name} on top of a mountain peak, with snow-capped peaks in the distance and a crisp, clean atmosphere."
cup;4;"A photo of a {name} in a bustling city square, surrounded by people going about their daily business and a vibrant urban environment."
cup;5;"A photo of a {name} in a cozy woodland clearing, surrounded by tall trees, a creek running nearby, and a carpet of wild mushrooms and ferns."
fork;1;"A photo of a {name} buried in a sandy beach at sunset, surrounded by seagulls and waves."
fork;2;"A photo of a {name} perched on top of a snow-capped mountain, with a breathtaking view of the surrounding peaks."
fork;3;"A photo of a {name} nestled among the leaves of a lush green forest, with a small stream running nearby."
fork;4;"A photo of a {name} floating in a tranquil lake, surrounded by water lilies and a reflection of the surrounding trees."
fork;5;"A photo of a {name} standing on the edge of a bustling city street, with skyscrapers and traffic in the background."
knife;1;"A photo of a {name} on a camping trip, surrounded by nature and wildlife."
knife;2;"A photo of a {name} in a professional kitchen, being used for food preparation."
knife;3;"A photo of a {name} in a crafting or art studio, being used for creative expression."
knife;4;"A photo of a {name} in a home office or study, being used for organization or paperwork."
knife;5;"A photo of a {name} in a historical or cultural setting, such as a museum or historical reenactment."
spoon;1;"A photo of a {name} sitting on a beach towel on a sunny day [at the beach]."
spoon;2;"A photo of a {name} surrounded by colorful flowers in a garden [in a garden]."
spoon;3;"A photo of a {name} floating in a river with a mountain range in the background [on a river]."
spoon;4;"A photo of a {name} on top of a pile of snow in a winter wonderland [in the snow]."
spoon;5;"A photo of a {name} on a shelf in a cozy kitchen with warm lighting [in a kitchen]."
bowl;1;"A photo of a {name} placed on a beautiful, sandy beach with clear blue water and a picturesque sunset in the background."
bowl;2;"A photo of a {name} surrounded by lush greenery and flowers in a garden, with a serene pond in the distance."
bowl;3;"A photo of a {name} nestled in a cozy, mountain cabin with a warm fireplace and snow-covered trees outside."
bowl;4;"A photo of a {name} situated on a bustling city street, with towering skyscrapers and street performers in the background."
bowl;5;"A photo of a {name} positioned on a tranquil, rural farm, surrounded by green pastures and rolling hills."
banana;1;"A photo of a {name} sitting on a beach towel under a bright and sunny sky."
banana;2;"A photo of a {name} surrounded by lush greenery in a tropical rainforest."
banana;3;"A photo of a {name} floating in a calm lake on a warm summer day."
banana;4;"A photo of a {name} nestled among colorful fruits and vegetables in a bustling farmer's market."
banana;5;"A photo of a {name} being enjoyed by a smiling child in a cozy kitchen on a chilly winter morning."
apple;1;"A photo of a {name} lying on a crisp autumn leaf in a serene forest clearing."
apple;2;"A photo of a {name} nestled among vibrant wildflowers in a bustling meadow filled with buzzing bees."
apple;3;"A photo of a {name} floating in a calm lake on a sunny summer day, surrounded by lush greenery and the sound of chirping birds."
apple;4;"A photo of a {name} nestled in a cozy snow-covered grove on a winter wonderland-inspired mountaintop, with towering trees and a breathtaking view."
apple;5;"A photo of a {name} suspended mid-air in a mystical, ethereal forest, surrounded by glowing moonlight and the gentle hum of mythical creatures."
sandwich;1;"A photo of a juicy {name} placed on a weathered wooden picnic table in a serene park."
sandwich;2;"A photo of a crispy {name} perched on the edge of a bustling city rooftop, overlooking a glittering skyline."
sandwich;3;"A photo of a mouthwatering {name} set against a backdrop of a secluded, pristine beach with crystal clear waters."
sandwich;4;"A photo of a flavorful {name} positioned in front of a vibrant and colorful mural in a trendy urban alleyway."
sandwich;5;"A photo of a satisfying {name} surrounded by a cozy and inviting mountain lodge, complete with stone fireplace and richly-colored furnishings."
orange;1;"A photo of a {name} sitting on a [white sandy beach] at sunset, with a [clear blue ocean] in the background."
orange;2;"A photo of a {name} nestled among [tall trees] in a [woodland forest], with a [dappled sunlight] filtering through the leaves above."
orange;3;"A photo of a {name} placed on top of a [rugged rocky cliff], with a [stunning view of a] [mountain range] in the distance."
orange;4;"A photo of a {name} surrounded by [colorful wildflowers] in a [green meadow], with a [fluffy white cloud] floating in the sky."
orange;5;"A photo of a {name} resting on the edge of a [warm bubbling stream], with a [lush green forest] visible in the background."
broccoli;1;"A photo of a {name} growing in a lush green garden surrounded by vibrant wildflowers."
broccoli;2;"A photo of a {name} floating in a clear blue lake, surrounded by majestic mountains."
broccoli;3;"A photo of a {name} lying on a sandy beach next to a towering cliff, with a bright orange sunset in the background."
broccoli;4;"A photo of a {name} sitting on a tree branch overlooking a dense forest, with the sun shining through the leaves."
broccoli;5;"A photo of a {name} being enjoyed by a couple on a picnic blanket in a scenic park, with a babbling brook running nearby."
carrot;1;"A photo of a {name} sitting on top of a rugged mountain peak, with the sun setting in the background."
carrot;2;"A photo of a {name} floating in a tranquil lake, surrounded by lily pads and vibrant water lilies."
carrot;3;"A photo of a {name} buried in a vast desert sand dune, with a camel standing nearby."
carrot;4;"A photo of a {name} suspended in mid-air, surrounded by a whirlpool of swirling colors and shapes."
carrot;5;"A photo of a {name} nestled among the branches of a bustling urban tree, with people and buildings visible in the background."
hot dog;1;"A photo of a {name} on a sunny beachside picnic with a bright yellow umbrella and a sandy beach in the background."
hot dog;2;"A photo of a {name} in a bustling food truck in a city square surrounded by towering skyscrapers and street performers."
hot dog;3;"A photo of a {name} in a cozy mountain cabin with a fireplace and snow-covered mountains in the background."
hot dog;4;"A photo of a {name} at a vibrant music festival with a stage in the background and colorful confetti in the air."
hot dog;5;"A photo of a {name} in a quiet, old-fashioned diner with a classic jukebox and a neon sign reading ""Hot Dogs, 50 cents"" in the background."
pizza;1;"A photo of a {name} sitting on a white marble table in a trendy outdoor café in Paris, France."
pizza;2;"A photo of a {name} being devoured by a group of friends in a cozy living room with a crackling fireplace."
pizza;3;"A photo of a {name} being delivered to a young couple in their small apartment in Tokyo, Japan."
pizza;4;"A photo of a {name} being enjoyed by a group of colleagues in a modern office break room in New York City."
pizza;5;"A photo of a {name} being cooked in a rustic outdoor wood-fired oven on a remote farm in Tuscany, Italy."
donut;1;"A photo of a {name} sitting on a white marble countertop in a bustling coffee shop filled with the smell of freshly brewed coffee and the sound of laughter."
donut;2;"A photo of a {name} surrounded by lush greenery in a peaceful botanical garden, with a gentle stream running nearby and a group of butterflies flitting about."
donut;3;"A photo of a {name} perched on top of a towering skyscraper, overlooking the bustling city below with its twinkling lights and endless activity."
donut;4;"A photo of a {name} nestled in a cozy cabin nestled in the mountains, surrounded by tall trees and the sound of a gentle stream."
donut;5;"A photo of a {name} placed on a colorful beach towel, with the warm sun shining brightly overhead and a group of children playing in the distance."
cake;1;"a photo of a {name}"
cake;2;"a photo of a {name}"
cake;3;"a photo of a {name}"
cake;4;"a photo of a {name}"
cake;5;"a photo of a {name}"
chair;1;"A photo of a {name} sitting in front of a beautiful beach sunset."
chair;2;"A photo of a {name} surrounded by a lush green forest."
chair;3;"A photo of a {name} on top of a rugged mountain peak."
chair;4;"A photo of a {name} in the middle of a bustling city street."
chair;5;"A photo of a {name} in a cozy and quaint cabin nestled in the woods."
couch;1;"A photo of a {name} in a cozy living room with a fireplace and a large window showing a snowy landscape."
couch;2;"A photo of a {name} in a modern minimalist apartment with a sleek gray wall and a sleeve of plants."
couch;3;"A photo of a {name} in a bohemian-style living room with a colorful rug, a macrame wall hanging, and a collection of vintage books."
couch;4;"A photo of a {name} in a beachfront house with a sliding glass door, a view of the ocean, and a set of wicker furniture."
couch;5;"A photo of a {name} in a rustic mountain lodge with a stone fireplace, a wooden ceiling, and a view of the surrounding hills."
potted plant;1;"A photo of a {name} thriving in a cozy urban apartment with a minimalist decor."
potted plant;2;"A photo of a {name} growing in a lush jungle setting, surrounded by vibrant foliage and tropical flowers."
potted plant;3;"A photo of a {name} sitting on a sunny windowsill in a charming cottage, surrounded by soft pillows and plush blankets."
potted plant;4;"A photo of a {name} towering over a rugged mountainous landscape, with a stunning snow-capped peak in the distance."
potted plant;5;"A photo of a {name} flourishing in a bustling office setting, surrounded by modern art and sleek decor."
bed;1;"A photo of a {name} in a cozy beachside hut, surrounded by sand and ocean."
bed;2;"A photo of a {name} in a serene forest clearing, surrounded by tall trees and a babbling stream."
bed;3;"A photo of a {name} in a colorful and busy urban apartment, surrounded by vibrant artwork and furniture."
bed;4;"A photo of a {name} in a spacious and modern mountain lodge, surrounded by snow and rocky peaks."
bed;5;"A photo of a {name} in a quirky and eclectic vintage campervan, surrounded by retro decor and natural landscapes."
dining table;1;"A photo of a beautiful {name} set in a cozy mountain lodge, surrounded by tall pine trees and a crackling fireplace."
dining table;2;"A photo of a minimalist {name} situated in a sleek modern kitchen, complete with stainless steel appliances and a large window overlooking a bustling city street."
dining table;3;"A photo of a vintage {name} in a charming beachside cottage, surrounded by sandy beaches, ocean waves, and colorful seashells."
dining table;4;"A photo of a {name} in a rustic farmhouse, surrounded by rolling hills, wildflowers, and a red barn in the distance."
