class_name;class_idx;prompt
cell_phone;10;'a photo of a <name> with a cracked screen in the rain'
chair;1;'a photo of a <name> amid autumn leaves'
chair;2;'a photo of a <name>'
chair;3;'a photo of a velvet <name> in a library'
chair;4;'a photo of a vintage <name> on a sunny veranda'
chair;5;'a photo of a leather <name> in a dimly lit room'
chair;6;'a photo of a <name> at sunset'
chair;7;'a photo of a wooden <name> by a fireplace at night'
chair;8;'a photo of a plastic <name> under bright city lights at midnight'
chair;9;'a photo of a <name> with a broken leg in an abandoned house'
chair;10;'a photo of a rocking <name> on a porch in the evening'
clock;1;'a photo of a glowing <name> in a foggy city at twilight'
clock;2;'a photo of a large <name> in an ancient tower'
clock;3;'a photo of a <name> in the rain'
clock;4;'a photo of a <name> on a snowy mountaintop at midday'
clock;5;'a photo of a colorful <name> in a children's playground'
clock;6;'a photo of a rustic <name> in a cozy room during winter'
clock;7;'a photo of a sleek <name> in an office at morning'
clock;8;'a photo of a modern <name> under clear skies'
clock;9;'a photo of an ornate <name> on a city street at night'
clock;10;'a photo of a <name> during a stormy evening'
computer_mouse;1;'a photo of a glowing <name> on a gaming mat at dusk'
computer_mouse;2;'a photo of a transparent <name> on a glass table in the sunlight'
computer_mouse;3;'a photo of a <name> at night'
computer_mouse;4;'a photo of an ergonomic <name> in a cozy home office during winter'
computer_mouse;5;'a photo of a colorful <name> in an office'
computer_mouse;6;'a photo of a wireless <name> in snow outside'
computer_mouse;7;'a photo of a sleek <name>'
computer_mouse;8;'a photo of a <name> beside a cup of coffee in the morning'
computer_mouse;9;'a photo of a bright pink <name> on a floral mousepad'
computer_mouse;10;'a photo of a <name> on a desk'
cup;1;'a photo of a red <name> on a snowy windowsill'
cup;2;'a photo of a large <name> in the hands of a child at a park'
cup;3;'a photo of a <name>'
cup;4;'a photo of a <name> in the rain'
cup;5;'a photo of a glass <name> with steaming coffee at dawn'
cup;6;'a photo of a polka-dotted <name> on a wooden table under cloudy skies'
cup;7;'a photo of a vintage <name> in a cozy café at night'
cup;8;'a photo of a <name> on a shelf'
cup;9;'a photo of a white <name> on an office desk with the city skyline behind at midday'
cup;10;'a photo of a cracked <name> abandoned in the desert at dusk'
fork;1;'a photo of a silver <name>'
fork;2;'a photo of a <name> on a mountain during a storm'
fork;3;'a photo of a <name> on a dining table'
fork;4;'a photo of a plastic <name> in a picnic basket'
fork;5;'a photo of a rusty <name> in snow'
fork;6;'a photo of a large <name> in a garden'
fork;7;'a photo of a <name>'
fork;8;'a photo of a <name> in the grass at sunset'
fork;9;'a photo of a golden <name> on a marble countertop'
fork;10;'a photo of a <name> in a drawer at midnight'
keyboard;1;'A photo of a wired <name> on a busy street at night'
keyboard;2;'A photo of a sleek <name> in the office at noon'
keyboard;3;'A photo of a <name> at sunset'
keyboard;4;'A photo of a <name>'
keyboard;5;'A photo of a gaming <name> under dim lights'
keyboard;6;'A photo of a backlighted <name> in the dark'
keyboard;7;'A photo of a vintage <name> in a library'
keyboard;8;'A photo of a compact <name> at dawn'
keyboard;9;'A photo of a white <name> on a wooden desk'
keyboard;10;'A photo of a wireless <name> on a beach at sunrise'
knife;1;'a photo of a large <name> in a dense forest'
knife;2;'a photo of a small <name> in a drawer'
knife;3;'a photo of a <name> on a cutting board with vegetables around at noon'
knife;4;'a photo of a silver <name> under bright sunlight in a park'
knife;5;'a photo of a <name> at twilight'
knife;6;'a photo of a <name>'
knife;7;'a photo of a sleek <name> in snow outside at night'
knife;8;'a photo of a <name> in the kitchen'
knife;9;'a photo of a <name> in the hand of a chef'
knife;10;'a photo of a <name> on a misty mountain'
laptop;1;'a photo of a white <name> in a cozy room with rain outside'
laptop;2;'a photo of a <name> on a desk'
laptop;3;'a photo of a <name>'
laptop;4;'a photo of a black <name> under cloudy skies in a park'
laptop;5;'a photo of a small <name> on a busy street during daytime'
laptop;6;'a photo of a shiny <name> on a rooftop at night'
laptop;7;'a photo of a rugged <name> in snow on a mountain'
laptop;8;'a photo of a <name> in rain'
laptop;9;'a photo of a <name> on a sunny beach'
laptop;10;'a photo of a <name> on a wooden table in a dimly lit room at evening'
motorcycle;1;'a photo of a <name> parked on a pier during a foggy early morning'
motorcycle;2;'a photo of a <name> at dusk'
motorcycle;3;'a photo of a glossy <name> by the ocean at sunset'
motorcycle;4;'a photo of a <name>'
motorcycle;5;'a photo of a vintage <name> in front of an old cafe'
motorcycle;6;'a photo of a <name> on a winding forest road in autumn'
motorcycle;7;'a photo of a black <name> in rain'
motorcycle;8;'a photo of a sleek <name>'
motorcycle;9;'a photo of a <name> under the bright sun'
motorcycle;10;'a photo of a <name> under the cherry blossoms in spring'
potted_plant;1;'a photo of a small <name> in snow'
potted_plant;2;'a photo of a leafy <name> under bright sunlight'
potted_plant;3;'a photo of a <name> on a windowsill'
potted_plant;4;'a photo of a <name> with pink flowers in a garden at sunset'
potted_plant;5;'a photo of a colorful <name> in a cozy room'
potted_plant;6;'a photo of a <name> on an office desk under artificial light'
potted_plant;7;'a photo of a tall <name> at dusk'
potted_plant;8;'a photo of a spiky <name> in a desert at noon'
potted_plant;9;'a photo of a <name> in the fog at morning'
potted_plant;10;'a photo of a <name> on a balcony at sunrise'
spoon;1;'a photo of a <name> by the sea at sunset'
spoon;2;'a photo of a <name> in the rain'
spoon;3;'a photo of a <name> hanging on the wall in the kitchen at noon'
spoon;4;'a photo of an antique <name> on a wooden table'
spoon;5;'a photo of a <name> in a cup of steaming hot tea'
spoon;6;'a photo of a <name> in snow outside'
spoon;7;'a photo of a <name>'
spoon;8;'a photo of a <name> in a bowl of soup on a rainy day'
spoon;9;'a photo of a <name> on a map'
spoon;10;'a photo of a wooden <name> in a drawer'
sports_ball;1;'A photo of a <name>'
sports_ball;2;'A photo of a shiny <name>'
sports_ball;3;'A photo of a <name> at sunset'
sports_ball;4;'A photo of a <name> on a deserted road during a storm'
sports_ball;5;'A photo of a glossy <name> in the gym'
sports_ball;6;'A photo of a neon-colored <name> under stadium lights at night'
sports_ball;7;'A photo of a vintage <name> in a display case'
sports_ball;8;'A photo of an orange <name> on a bright sunny beach'
sports_ball;9;'A photo of a <name> on a field'
sports_ball;10;'A photo of a bright red <name> on a snowy mountain at midday'
tie;1;'A photo of a brightly colored <name> in an office'
tie;2;'A photo of a <name> at sunset'
tie;3;'A photo of a polka-dotted <name> during a snowstorm'
tie;4;'A photo of a <name> on a snowy day'
tie;5;'A photo of a classic <name> in a dimly lit room'
tie;6;'A photo of a silk <name>'
tie;7;'A photo of a striped <name> on a sunny patio at noon'
tie;8;'A photo of a <name> in a closet'
tie;9;'A photo of a <name> with a city skyline in the background at dusk'
tie;10;'A photo of a <name> on a desk'
traffic_light;1;'a photo of a colorful <name> during a rainy evening'
traffic_light;2;'a photo of a <name> on a snowy day'
traffic_light;3;'a photo of a <name> framed by autumn leaves'
traffic_light;4;'a photo of a bright <name> in fog'
traffic_light;5;'a photo of a flickering <name> on a quiet street at midnight'
traffic_light;6;'a photo of a <name> with a rainbow in the background'
traffic_light;7;'a photo of a <name> at a bustling intersection'
traffic_light;8;'a photo of a towering <name> above a desert road at sunrise'
traffic_light;9;'a photo of a <name> with birds perched on top at sunset'
traffic_light;10;'a photo of a broken <name> after a storm'
tv_remote;1;'a photo of a small <name> in a child’s hand in the garden'
tv_remote;2;'a photo of a <name> next to a steaming mug of coffee on a rainy day'
tv_remote;3;'a photo of a vintage <name> on an old wooden table'
tv_remote;4;'a photo of a colorful <name> under bright sunshine in the park'
tv_remote;5;'a photo of a black <name> on a glossy table at night'
tv_remote;6;'a photo of a <name> at dusk'
tv_remote;7;'a photo of a <name> on a couch'
tv_remote;8;'a photo of a <name> with snowflakes on it outside in the snow at morning'
tv_remote;9;'a photo of a <name>'
tv_remote;10;'a photo of a shiny <name> on a soft bed in the dim light'
wine_glass;1;'a photo of a <name> casting a shadow on a sunlit counter'
wine_glass;2;'a photo of a <name> on a table'
wine_glass;3;'a photo of a sparkling <name> at sunset'
wine_glass;4;'a photo of a <name> with a gold rim on a white tablecloth'
wine_glass;5;'a photo of a <name> on a balcony overlooking a city at night'
wine_glass;6;'a photo of a <name> on a wooden table in the afternoon'
wine_glass;7;'a photo of a <name> under a starry sky'
wine_glass;8;'a photo of a <name>'
wine_glass;9;'a photo of a tall <name> on a beach at dusk'
wine_glass;10;'a photo of a <name> in the hands of a celebrant at a party'
