class_name;class_idx;prompt
laptop;2;a photo of a {name} in a prehistoric cave
laptop;3;a photo of a {name} in a underwater coral reef
laptop;4;a photo of a {name} in a ancient pyramid interior
laptop;5;a photo of a {name} in a deep space voyage
laptop;6;a photo of a {name} in a desert island
laptop;7;a photo of a {name} in a viking longboat
laptop;8;a photo of a {name} in a mount everest summit
laptop;9;a photo of a {name} in a sahara desert oasis
motorcycle;1;a photo of a {name} in a underwater reef
motorcycle;2;a photo of a {name} in a moon surface
motorcycle;3;a photo of a {name} in a medieval castle
motorcycle;4;a photo of a {name} in a deep space station
motorcycle;5;a photo of a {name} in a ancient pyramid interior
motorcycle;6;a photo of a {name} in a roman colosseum
motorcycle;7;a photo of a {name} in a antarctic ice field
motorcycle;8;a photo of a {name} in a active volcano crater
motorcycle;9;a photo of a {name} in a sahara desert oasis
mouse;1;a photo of a {name} in a underwater coral reef
mouse;2;a photo of a {name} in a medieval battlefield
mouse;3;a photo of a {name} in a saharan desert
mouse;4;a photo of a {name} in a prehistoric jungle
mouse;5;a photo of a {name} in a ancient pyramid interior
mouse;6;a photo of a {name} in a abandoned ghost town
mouse;7;a photo of a {name} in a mount everest summit
mouse;8;a photo of a {name} in a antarctic ice field
potted_plant;1;a photo of a {name} in a antarctic research station
potted_plant;2;a photo of a {name} in a deep space satellite
potted_plant;3;a photo of a {name} in a desert oasis mirage
potted_plant;4;a photo of a {name} in a zero gravity space station
potted_plant;5;a photo of a {name} in a high security prison cell
potted_plant;6;a photo of a {name} in a post apocalyptic wasteland
remote;1;a photo of a {name} in a mountain peak
remote;2;a photo of a {name} in a antarctic ice field
remote;3;a photo of a {name} in a deep sea trench
spoon;1;a photo of a {name} in a desert island
spoon;2;a photo of a {name} in a moon surface
spoon;3;a photo of a {name} in a volcanic eruption
spoon;4;a photo of a {name} in a deep sea trench
spoon;5;a photo of a {name} in a antarctic expedition
spoon;6;a photo of a {name} in a active war zone
spoon;7;a photo of a {name} in a outer space station
spoon;8;a photo of a {name} in a ancient battlefield
spoon;9;a photo of a {name} in a prehistoric jungle
spoon;10;a photo of a {name} in a digital cyberspace
sportsball;1;a photo of a {name} in a underwater research lab
sportsball;2;a photo of a {name} in a international space station
sportsball;3;a photo of a {name} in a active volcano crater
sportsball;4;a photo of a {name} in a antarctic research station
sportsball;5;a photo of a {name} in a deep amazon rainforest
sportsball;6;a photo of a {name} in a sahara desert oasis
sportsball;7;a photo of a {name} in a nuclear reactor core
sportsball;8;a photo of a {name} in a ancient pyramid interior
sportsball;9;a photo of a {name} in a high security prison cell
tie;1;a photo of a {name} in a underwater scuba diving
tie;2;a photo of a {name} in a mountain hiking trip
tie;3;a photo of a {name} in a home sleeping time
tie;4;a photo of a {name} in a gym workout session
tie;5;a photo of a {name} in a yoga meditation retreat
tie;6;a photo of a {name} in a desert safari adventure
tie;7;a photo of a {name} in a jungle exploration expedition
tie;8;a photo of a {name} in a space station mission
trafficlight;1;a photo of a {name} in a underwater coral reef
trafficlight;2;a photo of a {name} in a middle of a desert
trafficlight;3;a photo of a {name} in a deep space orbiting planet
trafficlight;4;a photo of a {name} in a remote jungle clearing
trafficlight;5;a photo of a {name} in a antarctic ice field
trafficlight;6;a photo of a {name} in a medieval castle dungeon
trafficlight;7;a photo of a {name} in a top of mount everest
trafficlight;8;a photo of a {name} in a abandoned island
wineglas;1;a photo of a {name} in a desert oasis
wineglas;2;a photo of a {name} in a underwater research lab
wineglas;3;a photo of a {name} in a space station galley
wineglas;4;a photo of a {name} in a medieval battlefield
wineglas;5;a photo of a {name} in a antique coal mine
wineglas;6;a photo of a {name} in a arctic expedition camp
wineglas;7;a photo of a {name} in a volcanic eruption zone
wineglas;8;a photo of a {name} in a deep jungle tribe
wineglas;9;a photo of a {name} in a abandoned factory
wineglas;10;a photo of a {name} in a high security prison
