class_name;class_idx;prompt
laptop;1;a photo of a {name} in a medieval castle
laptop;2;a photo of a {name} in a prehistoric cave
laptop;3;a photo of a {name} in a underwater coral reef
laptop;4;a photo of a {name} in a ancient pyramid interior
laptop;5;a photo of a {name} in a deep space voyage
laptop;6;a photo of a {name} in a desert island
laptop;7;a photo of a {name} in a viking longboat
laptop;8;a photo of a {name} in a mount everest summit
laptop;9;a photo of a {name} in a sahara desert oasis
motorcycle;1;a photo of a {name} in a underwater reef
motorcycle;2;a photo of a {name} in a moon surface
motorcycle;3;a photo of a {name} in a medieval castle
motorcycle;4;a photo of a {name} in a deep space station
motorcycle;5;a photo of a {name} in a ancient pyramid interior
motorcycle;6;a photo of a {name} in a roman colosseum
motorcycle;7;a photo of a {name} in a antarctic ice field
motorcycle;8;a photo of a {name} in a active volcano crater
motorcycle;9;a photo of a {name} in a sahara desert oasis
computer_mouse;1;a photo of a {name} in a underwater coral reef
computer_mouse;2;a photo of a {name} in a medieval battlefield
computer_mouse;3;a photo of a {name} in a saharan desert
computer_mouse;4;a photo of a {name} in a prehistoric jungle
computer_mouse;5;a photo of a {name} in a ancient pyramid interior
computer_mouse;6;a photo of a {name} in a abandoned ghost town
computer_mouse;7;a photo of a {name} in a mount everest summit
computer_mouse;8;a photo of a {name} in a antarctic ice field
potted_plant;1;a photo of a {name} in a antarctic research station
potted_plant;2;a photo of a {name} in a deep space satellite
potted_plant;3;a photo of a {name} in a desert oasis mirage
potted_plant;4;a photo of a {name} in a zero gravity space station
potted_plant;5;a photo of a {name} in a high security prison cell
potted_plant;6;a photo of a {name} in a post apocalyptic wasteland
tv_remote;1;a photo of a {name} in a mountain peak
tv_remote;2;a photo of a {name} in a antarctic ice field
tv_remote;3;a photo of a {name} in a deep sea trench
spoon;1;a photo of a {name} in a desert island
spoon;2;a photo of a {name} in a moon surface
spoon;3;a photo of a {name} in a volcanic eruption
spoon;4;a photo of a {name} in a deep sea trench
spoon;5;a photo of a {name} in a antarctic expedition
spoon;6;a photo of a {name} in a active war zone
spoon;7;a photo of a {name} in a outer space station
spoon;8;a photo of a {name} in a ancient battlefield
spoon;9;a photo of a {name} in a prehistoric jungle
spoon;10;a photo of a {name} in a digital cyberspace
sports_ball;1;a photo of a {name} in a underwater research lab
sports_ball;2;a photo of a {name} in a international space station
sports_ball;3;a photo of a {name} in a active volcano crater
sports_ball;4;a photo of a {name} in a antarctic research station
sports_ball;5;a photo of a {name} in a deep amazon rainforest
sports_ball;6;a photo of a {name} in a sahara desert oasis
sports_ball;7;a photo of a {name} in a nuclear reactor core
sports_ball;8;a photo of a {name} in a ancient pyramid interior
sports_ball;9;a photo of a {name} in a high security prison cell
tie;1;a photo of a {name} in a underwater scuba diving
tie;2;a photo of a {name} in a mountain hiking trip
tie;3;a photo of a {name} in a home sleeping time
tie;4;a photo of a {name} in a gym workout session
tie;5;a photo of a {name} in a yoga meditation retreat
tie;6;a photo of a {name} in a desert safari adventure
tie;7;a photo of a {name} in a jungle exploration expedition
tie;8;a photo of a {name} in a space station mission
traffic_light;1;a photo of a {name} in a underwater coral reef
traffic_light;2;a photo of a {name} in a middle of a desert
traffic_light;3;a photo of a {name} in a deep space orbiting planet
traffic_light;4;a photo of a {name} in a remote jungle clearing
traffic_light;5;a photo of a {name} in a antarctic ice field
traffic_light;6;a photo of a {name} in a medieval castle dungeon
traffic_light;7;a photo of a {name} in a top of mount everest
traffic_light;8;a photo of a {name} in a abandoned island
wine_glass;1;a photo of a {name} in a desert oasis
wine_glass;2;a photo of a {name} in a underwater research lab
wine_glass;3;a photo of a {name} in a space station galley
wine_glass;4;a photo of a {name} in a medieval battlefield
wine_glass;5;a photo of a {name} in a antique coal mine
wine_glass;6;a photo of a {name} in a arctic expedition camp
wine_glass;7;a photo of a {name} in a volcanic eruption zone
wine_glass;8;a photo of a {name} in a deep jungle tribe
wine_glass;9;a photo of a {name} in a abandoned factory
wine_glass;10;a photo of a {name} in a high security prison
