class_name;class_idx;prompt
potted_plant;6;'a photo of a {name} at a construction site'
potted_plant;7;'a photo of a {name} in a treehouse'
potted_plant;8;'a photo of a {name} inside an abandoned mine'
potted_plant;9;'a photo of a {name} on a rooftop'
potted_plant;10;'a photo of a {name} in a desert oasis'
spoon;1;'a photo of a {name} on a bridge over a river'
spoon;2;'a photo of a {name} in a bird's nest'
spoon;3;'a photo of a {name} on a rocky mountain peak'
spoon;4;'a photo of a {name} on a skyscraper ledge'
spoon;5;'a photo of a {name} inside a hollow tree'
spoon;6;'a photo of a {name} in a deserted alley'
spoon;7;'a photo of a {name} buried in sand'
spoon;8;'a photo of a {name} on a rooftop garden'
spoon;9;'a photo of a {name} at the bottom of a pool'
spoon;10;'a photo of a {name} frozen in ice'
sports_ball;1;'a photo of a {name} in the middle of a desert oasis'
sports_ball;2;'a photo of a {name} in a ghost town'
sports_ball;3;'a photo of a {name} in an abandoned warehouse'
sports_ball;4;'a photo of a {name} on the edge of a cliff'
sports_ball;5;'a photo of a {name} in a cave'
sports_ball;6;'a photo of a {name} in the ruins of an ancient temple'
sports_ball;7;'a photo of a {name} at the bottom of a waterfall'
sports_ball;8;'a photo of a {name} on a glacier'
sports_ball;9;'a photo of a {name} in a dense forest'
sports_ball;10;'a photo of a {name} on top of a mountain peak'
tie;1;'a photo of a {name} on a beach at sunset'
tie;2;'a photo of a {name} in the reflection of a bubble'
tie;3;'a photo of a {name} on a mountain peak'
tie;4;'a photo of a {name} caught in a spider web'
tie;5;'a photo of a {name} inside an ice cave'
tie;6;'a photo of a {name} on the sand dunes of a desert'
tie;7;'a photo of a {name} at the top of a skyscraper'
tie;8;'a photo of a {name} on a medieval knight’s armor'
tie;9;'a photo of a {name} frozen in a block of ice'
tie;10;'a photo of a {name} hanging from a tree in a rainforest'
traffic_light;1;'a photo of a {name} in a dense forest'
traffic_light;2;'a photo of a {name} in a cave'
traffic_light;3;'a photo of a {name} in the ruins of an ancient city'
traffic_light;4;'a photo of a {name} in a ghost town'
traffic_light;5;'a photo of a {name} on a deserted island'
traffic_light;6;'a photo of a {name} in a snow-covered tundra'
traffic_light;7;'a photo of a {name} in a salt flat'
traffic_light;8;'a photo of a {name} in a bamboo forest'
traffic_light;9;'a photo of a {name} on a floating platform in the middle of the ocean'
traffic_light;10;'a photo of a {name} in an abandoned town'
tv_remote;1;'a photo of a {name} on a tree branch'
tv_remote;2;'a photo of a {name} in a microwave'
tv_remote;3;'a photo of a {name} at the top of a mountain'
tv_remote;4;'a photo of a {name} in a bird's nest'
tv_remote;5;'a photo of a {name} on a space station'
tv_remote;6;'a photo of a {name} in a cave'
tv_remote;7;'a photo of a {name} on an ice sculpture'
tv_remote;8;'a photo of a {name} in a pottery kiln'
tv_remote;9;'a photo of a {name} on a rollercoaster'
tv_remote;10;'a photo of a {name} buried in sand'
wine_glass;1;'a photo of a {name} on a floating market'
wine_glass;2;'a photo of a {name} in a cave'
wine_glass;3;'a photo of a {name} under a waterfall'
wine_glass;4;'a photo of a {name} on a military tank'
wine_glass;5;'a photo of a {name} on a glacier'
wine_glass;6;'a photo of a {name} inside an ice sculpture'
wine_glass;7;'a photo of a {name} in the middle of a desert'
wine_glass;8;'a photo of a {name} on a swing in the jungle'
wine_glass;9;'a photo of a {name} at an abandoned factory'
wine_glass;10;'a photo of a {name} buried in sand'
