class_name;class_idx;prompt
no_parking_sign;4;a photo of a weather resistant {name} in a school zone crosswalk
no_parking_sign;5;a photo of a rectangular shape {name} in a fire station access road
no_parking_sign;6;a photo of a metal frame {name} in a shopping mall exit
no_parking_sign;7;a photo of a wall mounted {name} in a public park entrance
no_parking_sign;8;a photo of a ground staked {name} in a government building gate
no_parking_sign;9;a photo of a high visibility {name} in a bridge approach road
no_parking_sign;10;a photo of a regulatory notice {name} in a bus stop vicinity
parking_sign;1;a photo of a reflective coating {name} in a busy street corner
parking_sign;2;a photo of a weather resistant {name} in a grocery store parking lot
parking_sign;3;a photo of a high visibility {name} in a underground parking garage
parking_sign;4;a photo of a double sided {name} in a hospital entrance drive
parking_sign;5;a photo of a customizable text {name} in a municipal park entrance
parking_sign;6;a photo of a durable material {name} in a office building drop off area
parking_sign;7;a photo of a easy installation {name} in a school loading zone
parking_sign;8;a photo of a rust proof {name} in a shopping mall outer lot
parking_sign;9;a photo of a vandal resistant {name} in a stadium event parking
parking_sign;10;a photo of a solar powered illumination {name} in a airport short term parking
pedestrian_zone_sign;1;a photo of a colorful pedestrian sign {name} in a city square with cafes
pedestrian_zone_sign;2;a photo of a illuminated walkway sign {name} in a busy downtown sidewalk
pedestrian_zone_sign;3;a photo of a large crosswalk banner {name} in a shopping street with boutiques
pedestrian_zone_sign;4;a photo of a animated crossing sign {name} in a tree lined boulevard
pedestrian_zone_sign;5;a photo of a reflective sidewalk sign {name} in a historic town center
pedestrian_zone_sign;6;a photo of a vibrant footpath marker {name} in a waterfront promenade
pedestrian_zone_sign;7;a photo of a informative walker signage {name} in a pedestrian bridge over river
pedestrian_zone_sign;8;a photo of a durable street post {name} in a university campus walkway
pedestrian_zone_sign;9;a photo of a visible safety indicator {name} in a paved path through park
pedestrian_zone_sign;10;a photo of a eye catching zone sign {name} in a cobblestone street in old town
priority_road_sign;1;a photo of a bold text {name} in a city intersection
priority_road_sign;2;a photo of a bright colors {name} in a country road
priority_road_sign;3;a photo of a high visibility {name} in a mountain pass
priority_road_sign;4;a photo of a clear symbols {name} in a urban street
priority_road_sign;5;a photo of a reflective surface {name} in a highway entrance
priority_road_sign;6;a photo of a distinctive shape {name} in a bridge approach
priority_road_sign;7;a photo of a large letters {name} in a rural road
priority_road_sign;8;a photo of a contrasting background {name} in a coastal route
priority_road_sign;9;a photo of a urgent appearance {name} in a suburban lane
priority_road_sign;10;a photo of a prominent position {name} in a forest path
slippery_road_sign;1;a photo of a wet surface warning {name} in a rainy highway
slippery_road_sign;2;a photo of a slippery when wet {name} in a icy mountain pass
slippery_road_sign;3;a photo of a icy road ahead {name} in a wet city street
slippery_road_sign;4;a photo of a caution slippery surface {name} in a foggy coastal road
slippery_road_sign;5;a photo of a slick pavement warning {name} in a snow covered bridge
slippery_road_sign;6;a photo of a slip hazard {name} in a muddy rural path
slippery_road_sign;7;a photo of a slippery road conditions {name} in a stormy night road
slippery_road_sign;8;a photo of a greasy road sign {name} in a flooded river crossing
slippery_road_sign;9;a photo of a hazardous road surface {name} in a slushy parking lot
slippery_road_sign;10;a photo of a oily pavement alert {name} in a dewy morning driveway
speed_limit_30_sign;1;a photo of a small rectangular shape {name} in a residential street
speed_limit_30_sign;2;a photo of a white background color {name} in a school zone
speed_limit_30_sign;3;a photo of a black border outline {name} in a small town downtown
speed_limit_30_sign;4;a photo of a black numbers font {name} in a park area
speed_limit_30_sign;5;a photo of a reflective surface material {name} in a hospital vicinity
speed_limit_30_sign;6;a photo of a metal post support {name} in a construction zone
speed_limit_30_sign;7;a photo of a roadside placement location {name} in a narrow bridge approach
speed_limit_30_sign;8;a photo of a maximum speed indicator {name} in a sharp curve ahead
speed_limit_30_sign;9;a photo of a urban area context {name} in a busy pedestrian crossing
speed_limit_30_sign;10;a photo of a regulatory sign type {name} in a campus road
speed_limit_80_sign;1;a photo of a high speed limit sign {name} in a highway through desert
speed_limit_80_sign;2;a photo of a maximum velocity sign {name} in a rural country road
speed_limit_80_sign;3;a photo of a fast travel zone sign {name} in a long bridge over water
speed_limit_80_sign;4;a photo of a speed cap eighty sign {name} in a coastal road along the ocean
speed_limit_80_sign;5;a photo of a accelerated zone notice {name} in a mountain pass
speed_limit_80_sign;6;a photo of a rapid transit limit post {name} in a suburban outskirts
speed_limit_80_sign;7;a photo of a eighty mph restriction plate {name} in a expressway through farmland
speed_limit_80_sign;8;a photo of a swift movement area mark {name} in a forest road with clearings
speed_limit_80_sign;9;a photo of a acceleration control signage {name} in a toll road section
speed_limit_80_sign;10;a photo of a speed regulation eighty display {name} in a outer ring road of a city
speed_limit_100_sign;1;a photo of a bright red border {name} in a highway through desert
speed_limit_100_sign;2;a photo of a bold white numbers {name} in a rural country road
speed_limit_100_sign;3;a photo of a circular shape {name} in a coastal freeway
speed_limit_100_sign;4;a photo of a reflective surface {name} in a open plateau road
speed_limit_100_sign;5;a photo of a clear visibility {name} in a mountain pass road
speed_limit_100_sign;6;a photo of a metallic frame {name} in a wide suburban artery
speed_limit_100_sign;7;a photo of a universally recognized {name} in a bridge over a river
speed_limit_100_sign;8;a photo of a fixed post mounting {name} in a toll road section
speed_limit_100_sign;9;a photo of a weather resistant {name} in a long straight farmland road
speed_limit_100_sign;10;a photo of a high impact design {name} in a tunnel entrance approach
speed_limit_120_sign;1;a photo of a high speed limit {name} in a highway desert view
speed_limit_120_sign;2;a photo of a maximum velocity sign {name} in a long straight road
speed_limit_120_sign;3;a photo of a rapid travel notice {name} in a urban expressway
speed_limit_120_sign;4;a photo of a accelerated driving zone {name} in a bridge over river
speed_limit_120_sign;5;a photo of a fast movement board {name} in a mountain pass
speed_limit_120_sign;6;a photo of a swift transit mark {name} in a tunnel exit
speed_limit_120_sign;7;a photo of a speedy conveyance indicator {name} in a coastal road
speed_limit_120_sign;8;a photo of a quick motion post {name} in a border crossing area
speed_limit_120_sign;9;a photo of a expeditious journey sign {name} in a industrial zone outskirts
speed_limit_120_sign;10;a photo of a hasty travel warning {name} in a forest road clearing
traffic_banned_sign;1;a photo of a no entry sign {name} in a quiet city street
traffic_banned_sign;2;a photo of a red circle crossed {name} in a bicycle lane
traffic_banned_sign;3;a photo of a stop vehicles symbol {name} in a pedestrian zone
traffic_banned_sign;4;a photo of a prohibited passage icon {name} in a public park
traffic_banned_sign;5;a photo of a forbidden entry mark {name} in a narrow alleyway
traffic_banned_sign;6;a photo of a do not enter signage {name} in a historical town square
traffic_banned_sign;7;a photo of a vehicle restriction notice {name} in a private driveway
traffic_banned_sign;8;a photo of a access denied graphic {name} in a school zone
traffic_banned_sign;9;a photo of a road closed emblem {name} in a shopping precinct
traffic_banned_sign;10;a photo of a not allowed indicator {name} in a construction site
work_zone_sign;1;a photo of a reflective surface {name} in a construction site
work_zone_sign;2;a photo of a bright colors {name} in a road repair area
work_zone_sign;3;a photo of a bold text {name} in a highway expansion zone
work_zone_sign;4;a photo of a high visibility {name} in a bridge under construction
work_zone_sign;5;a photo of a weather resistant {name} in a traffic detour route
work_zone_sign;6;a photo of a cautionary symbols {name} in a street resurfacing location
work_zone_sign;7;a photo of a durable material {name} in a utility work area
work_zone_sign;8;a photo of a easy to read {name} in a sidewalk replacement zone
work_zone_sign;9;a photo of a nighttime visibility {name} in a pipeline installation project
work_zone_sign;10;a photo of a impactful message {name} in a landscaping renovation site
