class_name;class_idx;prompt
speed_limit_100_sign;5;a photo of a {name} in a coastal highway segment
speed_limit_100_sign;6;a photo of a {name} in a open plain freeway
speed_limit_100_sign;7;a photo of a {name} in a bridge approach section
speed_limit_100_sign;8;a photo of a {name} in a tunnel exit zone
speed_limit_100_sign;9;a photo of a {name} in a industrial area outskirts
speed_limit_100_sign;10;a photo of a {name} in a forest road clearing
speed_limit_120_sign;1;a photo of a {name} in a highway stretch
speed_limit_120_sign;2;a photo of a {name} in a bridge approach
speed_limit_120_sign;3;a photo of a {name} in a tunnel entrance
speed_limit_120_sign;4;a photo of a {name} in a desert road
speed_limit_120_sign;5;a photo of a {name} in a mountain pass
speed_limit_120_sign;6;a photo of a {name} in a coastal highway
speed_limit_120_sign;7;a photo of a {name} in a city outskirts
speed_limit_120_sign;8;a photo of a {name} in a open country road
speed_limit_120_sign;9;a photo of a {name} in a near airport
speed_limit_120_sign;10;a photo of a {name} in a rural interstate
traffic_banned_sign;1;a photo of a {name} in a deserted city street
traffic_banned_sign;2;a photo of a {name} in a busy pedestrian crossing
traffic_banned_sign;3;a photo of a {name} in a park entrance
traffic_banned_sign;4;a photo of a {name} in a residential area with children playing
traffic_banned_sign;5;a photo of a {name} in a narrow alleyway
traffic_banned_sign;6;a photo of a {name} in a private property driveway
traffic_banned_sign;7;a photo of a {name} in a bicycle lane
traffic_banned_sign;8;a photo of a {name} in a school zone
traffic_banned_sign;9;a photo of a {name} in a public park area
traffic_banned_sign;10;a photo of a {name} in a historic city center
work_zone_sign;1;a photo of a {name} in a construction equipment
work_zone_sign;2;a photo of a {name} in a orange traffic cones
work_zone_sign;3;a photo of a {name} in a flashing warning lights
work_zone_sign;4;a photo of a {name} in a barrier tape
work_zone_sign;5;a photo of a {name} in a paved road under repair
work_zone_sign;6;a photo of a {name} in a workers wearing safety gear
work_zone_sign;7;a photo of a {name} in a temporary traffic signals
work_zone_sign;8;a photo of a {name} in a excavation area
work_zone_sign;9;a photo of a {name} in a detour signs
work_zone_sign;10;a photo of a {name} in a pile of gravel
