class_name;class_idx;prompt
elephant;7;'a photo of an {name} on a grassy plain at noon'
elephant;8;'a photo of an {name} in the savannah'
elephant;9;'a photo of an {name} with mud'
elephant;10;'a photo of an {name} during a bright day in the forest'
bear;1;'a photo of a {name} during winter'
bear;2;'a photo of a {name}'
bear;3;'a photo of a fluffy {name} under the rain'
bear;4;'a photo of a {name} at sunset'
bear;5;'a photo of a {name} on a misty lake shore'
bear;6;'a photo of a brown {name}'
bear;7;'a photo of a large {name} on a snowy mountain'
bear;8;'a photo of a {name} with cubs in daylight'
bear;9;'a photo of a grizzly {name} near a river at dusk'
bear;10;'a photo of a massive {name} in a clearing at sunrise'
zebra;1;'a photo of a {name}'
zebra;2;'a photo of a {name} in a lush forest at noon'
zebra;3;'a photo of a {name} during a storm in the desert'
zebra;4;'a photo of a {name} on a misty morning'
zebra;5;'a photo of a {name} on a cloudy afternoon'
zebra;6;'a photo of a young {name} in the grasslands'
zebra;7;'a photo of a vibrant {name} on a sunny day'
zebra;8;'a photo of a {name} with snowflakes'
zebra;9;'a photo of a {name} in the savannah'
zebra;10;'a photo of a majestic {name} under rainy skies'
giraffe;1;'a photo of a graceful {name} near a lake'
giraffe;2;'a photo of a majestic {name} at twilight'
giraffe;3;'a photo of a young {name} under the sun at noon'
giraffe;4;'a photo of a {name} on a misty morning'
giraffe;5;'a photo of a tall {name}'
giraffe;6;'a photo of a {name} with a snowy background'
giraffe;7;'a photo of a spotted {name} in the savannah'
giraffe;8;'a photo of a {name} during the golden hour'
giraffe;9;'a photo of a {name} in the rainforest'
giraffe;10;'a photo of a {name} on a clear day'
backpack;1;'a photo of a {name} in the park'
backpack;2;'a photo of a small {name} in the library'
backpack;3;'a photo of a canvas {name} in a bustling city square'
backpack;4;'a photo of a {name} on a sandy beach at sunset'
backpack;5;'a photo of a {name} under the rain'
backpack;6;'a photo of a leather {name} during a stormy evening'
backpack;7;'a photo of a large {name} in a school hallway'
backpack;8;'a photo of a rugged {name} on a mountain trail'
backpack;9;'a photo of a {name} at the foot of a bed'
backpack;10;'a photo of a {name} at sunrise'
umbrella;1;'a photo of an {name} on a sunny beach'
umbrella;2;'a photo of an {name} in the snow'
umbrella;3;'a photo of a yellow {name} at sunrise'
umbrella;4;'a photo of a colorful {name}'
umbrella;5;'a photo of a black {name} at night'
umbrella;6;'a photo of a transparent {name} under cherry blossoms'
umbrella;7;'a photo of a red {name} on a rainy city street'
umbrella;8;'a photo of a polka-dotted {name} in the rain'
umbrella;9;'a photo of an {name} by the lakeside on a foggy morning'
umbrella;10;'a photo of a striped {name} during a storm'
handbag;1;'a photo of a gleaming {name} on a misty morning'
handbag;2;'a photo of a {name} in the city'
handbag;3;'a photo of a black {name} on a snowy bench'
handbag;4;'a photo of a colorful {name} in a park at dusk'
handbag;5;'a photo of a {name} at night'
handbag;6;'a photo of a tiny {name} on a table'
handbag;7;'a photo of a leather {name} in a luxury store'
handbag;8;'a photo of a {name} with a scenic mountain backdrop at dawn'
handbag;9;'a photo of a vintage {name} under the streetlights at night'
handbag;10;'a photo of a {name}'
tie;1;'a photo of a {name} in foggy weather'
tie;2;'a photo of a red {name} at a party at noon'
tie;3;'a photo of a {name}'
tie;4;'a photo of a {name} on a rainy city street'
tie;5;'a photo of a {name} during a rainy morning'
tie;6;'a photo of a wool {name}'
tie;7;'a photo of a {name} at night'
tie;8;'a photo of a polka-dotted {name} in a closet'
tie;9;'a photo of a {name} on a sunny beach'
tie;10;'a photo of a blue {name} in the wind outside'
suitcase;1;'a photo of a small {name} on a sunny beach'
suitcase;2;'a photo of a blue {name} in a hotel lobby'
suitcase;3;'a photo of a {name} at the airport'
suitcase;4;'a photo of a leather {name} under snowy conditions'
suitcase;5;'a photo of a vintage {name}'
suitcase;6;'a photo of a {name} beside a river at sunrise'
suitcase;7;'a photo of a scratched {name} in the trunk of a car'
suitcase;8;'a photo of a {name}'
suitcase;9;'a photo of a {name} in the rain'
suitcase;10;'a photo of a {name} on a city street at dusk'
frisbee;1;'a photo of a {name} in the mist'
frisbee;2;'a photo of a {name} on a snowy field'
frisbee;3;'a photo of a {name} in the rain'
frisbee;4;'a photo of a glowing {name} at night'
frisbee;5;'a photo of a {name} during a sunny day'
frisbee;6;'a photo of a {name} at dusk'
frisbee;7;'a photo of a shiny {name} on the beach at sunrise'
frisbee;8;'a photo of a neon {name} in the city at twilight'
frisbee;9;'a photo of a red {name} by the lake'
frisbee;10;'a photo of a {name} on a mountain during sunset'
skis;1;'a photo of {name} in snow'
skis;2;'a photo of sleek {name}'
skis;3;'a photo of bright red {name} on a snowy peak'
skis;4;'a photo of {name} on a mountain at noon'
skis;5;'a photo of {name} during a blizzard'
skis;6;'a photo of vintage {name} in a cabin'
skis;7;'a photo of {name} leaning against a snowy pine tree'
skis;8;'a photo of {name} on a slope'
skis;9;'a photo of yellow {name}'
skis;10;'a photo of {name}'
snowboard;1;'a photo of a striped {name} in a snowy forest in the evening'
snowboard;2;'a photo of a vintage {name} on a snowy field'
snowboard;3;'a photo of a {name} on an icy ridge at dawn'
snowboard;4;'a photo of a {name} in fresh powdery snow at dusk'
snowboard;5;'a photo of a custom-painted {name} in a halfpipe'
snowboard;6;'a photo of a sparkling {name} during a snowstorm'
snowboard;7;'a photo of a {name} at sunrise'
snowboard;8;'a photo of a {name} at night'
snowboard;9;'a photo of a stained {name} under cloudy skies'
snowboard;10;'a photo of a sleek {name} in a park'
sports ball;1;'a photo of a {name} on sand at dawn'
sports ball;2;'a photo of a {name} at sunset'
sports ball;3;'a photo of a shiny {name} in rain'
sports ball;4;'a photo of a {name} in a park during the afternoon'
sports ball;5;'a photo of a large {name} on a court'
sports ball;6;'a photo of a {name} on a street in fog'
sports ball;7;'a photo of a {name} in snow'
sports ball;8;'a photo of a {name} under a cloudy sky'
sports ball;9;'a photo of a {name}'
sports ball;10;'a photo of a colorful {name} under bright stadium lights'
kite;1;a photo of a large {name} in the park
kite;2;a photo of a {name} under cloudy skies
kite;3;a photo of a glimmering {name} over the ocean at dusk
kite;4;a photo of a vibrant {name} during a calm evening on the lake
kite;5;a photo of a {name} during a storm
kite;6;a photo of a striped {name} at sunrise
kite;7;a photo of a {name} above the mountains
kite;8;a photo of a shimmering {name} in the snow
kite;9;a photo of a {name} flying against a clear blue sky
kite;10;a photo of a {name} on the beach
baseball bat;1;'a photo of a worn {name}'
baseball bat;2;'a photo of a {name}'
baseball bat;3;'a photo of a vintage {name} in an old gym'
baseball bat;4;'a photo of a {name} on a sunny field'
baseball bat;5;'a photo of a {name} under stormy skies'
baseball bat;6;'a photo of a wooden {name}'
baseball bat;7;'a photo of a gleaming {name} under the stadium lights'
baseball bat;8;'a photo of a {name} on grass at noon'
baseball bat;9;'a photo of a {name} in a park'
baseball bat;10;'a photo of a polished {name} at sunrise'
baseball glove;1;'a photo of a vintage {name} in the stands at night'
baseball glove;2;'a photo of a {name} under rain'
baseball glove;3;'a photo of a {name} in a locker room'
baseball glove;4;'a photo of a worn {name}'
baseball glove;5;'a photo of a {name} on a sunny field'
baseball glove;6;'a photo of a {name} after a rainstorm on the turf'
baseball glove;7;'a photo of a {name} with morning dew'
baseball glove;8;'a photo of a new {name} on fresh grass at midday'
baseball glove;9;'a photo of a {name} during a game'
baseball glove;10;'a photo of a {name}'
skateboard;1;'a photo of a {name} on a busy street'
skateboard;2;'a photo of a neon {name} at dusk'
skateboard;3;'a photo of a {name} on a sunny beach'
skateboard;4;'a photo of a colorful {name}'
skateboard;5;'a photo of a worn {name} in the rain'
skateboard;6;'a photo of a {name} on a snowy sidewalk'
skateboard;7;'a photo of a graffiti-covered {name} in an urban alley at night'
skateboard;8;'a photo of a shiny {name} at a skatepark'
skateboard;9;'a photo of a {name} on a grassy hill during a cloudy day'
skateboard;10;'a photo of a {name}'
surfboard;1;'a photo of a vintage {name} on a rocky coast'
surfboard;2;'a photo of a {name} at sunset'
surfboard;3;'a photo of a bright {name} under stormy skies'
surfboard;4;'a photo of a {name} on a quiet lake'
surfboard;5;'a photo of a neon {name} in tropical waters at noon'
surfboard;6;'a photo of a {name}'
surfboard;7;'a photo of a {name} on a sandy beach'
surfboard;8;'a photo of a striped {name}'
surfboard;9;'a photo of a {name} in snow'
surfboard;10;'a photo of a yellow {name} in clear waters'
tennis racket;1;'a photo of a {name} on a grassy lawn at noon'
tennis racket;2;'a photo of a black {name} in a park'
tennis racket;3;'a photo of a {name} on a windy beach at morning'
tennis racket;4;'a photo of a {name}'
tennis racket;5;'a photo of a neon {name} under cloudy skies'
tennis racket;6;'a photo of a {name} at sunset'
tennis racket;7;'a photo of a graphite {name} under starlight'
tennis racket;8;'a photo of a {name} on a court'
tennis racket;9;'a photo of a {name} in mist at twilight'
tennis racket;10;'a photo of a {name} in the rain'
bottle;1;'a photo of a glass {name}'
bottle;2;'a photo of a {name} in a snowy field'
bottle;3;'a photo of a vintage {name} in a forest at night'
bottle;4;'a photo of a {name} in a stream during a cloudy day'
bottle;5;'a photo of a tall {name} in fog'
bottle;6;'a photo of a frosted {name} on a window sill at morning'
bottle;7;'a photo of a blue {name} at sunrise'
bottle;8;'a photo of a {name} at dusk'
bottle;9;'a photo of a transparent {name}'
bottle;10;'a photo of a {name} next to a campfire under starry skies'
wine glass;1;'a photo of a colorful {name} in a garden'
wine glass;2;'a photo of a {name} under starlight'
wine glass;3;'a photo of a {name} on a cluttered bar counter'
wine glass;4;'a photo of a {name} with condensation'
wine glass;5;'a photo of a sparkling {name} during a party'
wine glass;6;'a photo of a {name}'
wine glass;7;'a photo of a frosted {name} at dawn'
wine glass;8;'a photo of a {name} on a table'
wine glass;9;'a photo of a {name} on a balcony'
wine glass;10;'a photo of a tall {name} in the rain'
cup;1;'a photo of a white {name} with steam at morning'
cup;2;'a photo of a small {name} under rainy skies'
cup;3;'a photo of a blue {name}'
cup;4;'a photo of a glass {name} on a wooden counter at night'
cup;5;'a photo of a ceramic {name} in a {name}board'
cup;6;'a photo of a striped {name} in the office'
cup;7;'a photo of a {name} on a sunny beach at noon'
cup;8;'a photo of a {name} in the snow'
cup;9;'a photo of a {name} at dusk'
cup;10;'a photo of a {name}'
fork;1;'a photo of a shiny {name}'
fork;2;'a photo of a {name} at dawn'
fork;3;'a photo of a {name} on a wooden counter in dim light'
fork;4;'a photo of a {name} in rain'
fork;5;'a photo of a {name} with dew on it at morning'
fork;6;'a photo of a rusty {name} beside a plate'
fork;7;'a photo of a silver {name} in a drawer'
fork;8;'a photo of a colorful {name} in a garden'
fork;9;'a photo of a {name} on a snowy park bench'
fork;10;'a photo of a {name} at sunset'
knife;1;'a photo of a curved {name} beside a river in fog'
knife;2;'a photo of a {name} on a picnic table in the sun'
knife;3;'a photo of a serrated {name} on a kitchen counter'
knife;4;'a photo of a {name} with a black handle'
knife;5;'a photo of a {name} on a rainy campsite'
knife;6;'a photo of a gleaming {name} on a wooden cutting board'
knife;7;'a photo of a {name} at dusk'
knife;8;'a photo of a large {name} in a forest at noon'
knife;9;'a photo of a {name} in a leather sheath at twilight'
knife;10;'a photo of a sharp {name}'
spoon;1;'a photo of a {name} in a windy courtyard'
spoon;2;'a photo of a polished {name} in a kitchen'
spoon;3;'a photo of a {name} at night lit by moonlight'
spoon;4;'a photo of a {name} at sunset'
spoon;5;'a photo of a {name} in a drawer'
spoon;6;'a photo of a gold {name}'
spoon;7;'a photo of a {name}'
spoon;8;'a photo of a {name} in the rain'
spoon;9;'a photo of a silver {name}'
spoon;10;'a photo of a {name} under snowfall'
bowl;1;'a photo of a {name} on a mountain at sunset'
bowl;2;'a photo of a {name} at dusk'
bowl;3;'a photo of a large {name} on a sandy beach'
bowl;4;'a photo of a {name} on a table'
bowl;5;'a photo of a cracked {name} in the desert'
bowl;6;'a photo of a blue {name} on a dark night'
bowl;7;'a photo of a {name} in the rain'
bowl;8;'a photo of a {name} during a storm at sea'
bowl;9;'a photo of a {name} in snow'
bowl;10;'a photo of a {name}'
banana;1;'a photo of a {name} on a picnic table at sunset'
banana;2;'a photo of a {name} hanging from a branch at dusk'
banana;3;'a photo of a {name} on a kitchen counter'
banana;4;'a photo of a ripe {name}'
banana;5;'a photo of a peeled {name} in a fruit bowl'
banana;6;'a photo of a large {name} in frost'
banana;7;'a photo of a spotted {name} on a sunny beach at noon'
banana;8;'a photo of a yellow {name} in a basket'
banana;9;'a photo of a {name} in rainfall'
banana;10;'a photo of a {name} with snow-capped mountains in the background'
apple;1;'a photo of an {name} in a basket'
apple;2;'a photo of an {name} on a picnic table'
apple;3;'a photo of a shiny {name}'
apple;4;'a photo of a bruised {name} in the grass'
apple;5;'a photo of a red {name} in a park at noon'
apple;6;'a photo of an {name}'
apple;7;'a photo of an {name} during a rainy day'
apple;8;'a photo of an {name} at sunset'
apple;9;'a photo of an {name} with dew on it'
apple;10;'a photo of a sliced {name} on a sunny kitchen counter in the morning'
sandwich;1;'a photo of a cheesy {name} in a cafe'
sandwich;2;'a photo of a {name} with lettuce on a bench in the shade'
sandwich;3;'a photo of a stacked {name} at lunchtime'
sandwich;4;'a photo of a {name} on a rustic table at twilight'
sandwich;5;'a photo of a grilled {name} on a foggy morning at a bus stop'
sandwich;6;'a photo of a {name} during a picnic'
sandwich;7;'a photo of a {name} at sunset'
sandwich;8;'a photo of a {name} in the park'
sandwich;9;'a photo of a {name} on a sunny day'
sandwich;10;'a photo of a {name} on a plate in a bright, sunny kitchen'
orange;1;'a photo of a juicy {name} in the kitchen'
orange;2;'a photo of a small {name} in a child's hand'
orange;3;'a photo of an {name} at dawn'
orange;4;'a photo of an {name} with leaves on a picnic table in autumn'
orange;5;'a photo of an {name} on a table'
orange;6;'a photo of a ripe {name}'
orange;7;'a photo of a vibrant {name} in a market'
orange;8;'a photo of an {name} under rain'
orange;9;'a photo of an {name} in a bowl'
orange;10;'a photo of an {name} on a sunny patio'
broccoli;1;'a photo of a {name} under rain'
broccoli;2;'a photo of a {name}'
broccoli;3;'a photo of a green {name} during a sunny day'
broccoli;4;'a photo of a large {name} on a kitchen counter'
broccoli;5;'a photo of a {name} at dusk'
broccoli;6;'a photo of a {name} in snow'
broccoli;7;'a photo of a {name} in misty weather'
broccoli;8;'a photo of a tiny {name} in a grocery store'
broccoli;9;'a photo of a {name} at morning'
broccoli;10;'a photo of a fresh {name}'
carrot;1;A photo of a fresh {name}.
carrot;2;A photo of a {name} in a field.
carrot;3;A photo of a {name} under starlight.
carrot;4;A photo of a giant {name} in a garden.
carrot;5;A photo of a {name} under snow.
carrot;6;A photo of a {name} in a foggy forest.
carrot;7;A photo of a {name}.
carrot;8;A photo of a long {name} in a basket.
carrot;9;A photo of an orange {name} in the sand.
carrot;10;A photo of a {name} at dawn.
hot dog;1;'a photo of a {name} at a busy market at midday'
hot dog;2;'a photo of a colorful {name} on a beach at sunset'
hot dog;3;'a photo of a steaming {name} in winter'
hot dog;4;'a photo of a {name} in the snow at dawn'
hot dog;5;'a photo of a {name}'
hot dog;6;'a photo of a {name} in a stadium at night'
hot dog;7;'a photo of a {name} under sunny skies'
hot dog;8;'a photo of a {name} at a fair'
hot dog;9;'a photo of a giant {name}'
hot dog;10;'a photo of a {name} with fireworks in the background'
pizza;1;'a photo of a {name} on a busy street at night'
pizza;2;'a photo of a {name} in a cozy restaurant'
pizza;3;'a photo of a {name} on a table'
pizza;4;'a photo of a cheesy {name}'
pizza;5;'a photo of a {name} with mushrooms on a balcony during a gentle mist'
pizza;6;'a photo of a {name} on a rooftop at dusk'
pizza;7;'a photo of a {name} in the rain'
pizza;8;'a photo of a {name} on a wooden board at sunset'
pizza;9;'a photo of a {name} in a box under a tree'
pizza;10;'a photo of a steaming {name} at a beach picnic'
donut;1;'a photo of a {name} on a beach at sunset'
donut;2;'a photo of a powdered {name} in the fog'
donut;3;'a photo of a giant {name} in a festival'
donut;4;'a photo of a jelly-filled {name} during breakfast'
donut;5;'a photo of a glazed {name} at a cafe'
donut;6;'a photo of a {name} with icing on a sunny park bench'
donut;7;'a photo of a blueberry {name} in a bakery window at night'
donut;8;'a photo of a {name}'
donut;9;'a photo of a chocolate {name}'
donut;10;'a photo of a sprinkled {name} on a plate'
cake;1;'a photo of a {name} on a picnic bench in spring'
cake;2;'a photo of a decorated {name} at an outdoor wedding'
cake;3;'a photo of a towering {name} at a party'
cake;4;'a photo of a {name} at dawn'
cake;5;'a photo of a {name} with candles in the wind'
cake;6;'a photo of a {name}'
cake;7;'a photo of a {name} on a rainy evening'
cake;8;'a photo of a chocolate {name}'
cake;9;'a photo of a {name} on a snowy mountain'
cake;10;'a photo of a {name} on a table'
chair;1;'a photo of a metal {name} beside a pool'
chair;2;'a photo of a {name} in sunlight'
chair;3;'a photo of a leather {name} in a library at noon'
chair;4;'a photo of a blue {name} in the park'
chair;5;'a photo of a {name} on a snowy mountain'
chair;6;'a photo of a plush {name}'
chair;7;'a photo of a {name} on a foggy pier at dawn'
chair;8;'a photo of a {name}'
chair;9;'a photo of a {name} at dusk'
chair;10;'a photo of a wooden {name}' 
couch;1;'a photo of a sleek {name} at sunrise'
couch;2;'a photo of a {name} at night'
couch;3;'a photo of a {name} in a living room'
couch;4;'a photo of a plush {name}'
couch;5;'a photo of a {name} on a misty rooftop at midnight'
couch;6;'a photo of a red {name} under starlight'
couch;7;'a photo of a leather {name} in a library'
couch;8;'a photo of a blue {name} on a sunny patio'
couch;9;'a photo of a fluffy {name} in the snow at evening'
couch;10;'a photo of a vintage {name} in a cozy room at dusk'
potted plant;1;'a photo of a {name} in morning light'
potted plant;2;'a photo of a small {name} on a kitchen counter'
potted plant;3;'a photo of a {name} on a patio at sunset'
potted plant;4;'a photo of a {name}'
potted plant;5;'a photo of a {name} in the rain'
potted plant;6;'a photo of a vibrant {name} in light snow'
potted plant;7;'a photo of a {name} at dusk'
potted plant;8;'a photo of a lush {name}'
potted plant;9;'a photo of a tall {name} in a sunny office'
potted plant;10;'a photo of a {name} on a windowsill'
bed;1;'a photo of a {name}'
bed;2;'a photo of a {name} at dusk'
bed;3;'a photo of a {name} with crisp sheets'
bed;4;'a photo of a large {name} at sunrise'
bed;5;'a photo of a {name} under snow'
bed;6;'a photo of a plush {name}'
bed;7;'a photo of a cozy {name} during a stormy night'
bed;8;'a photo of a {name} in a forest'
bed;9;'a photo of a four-poster {name} in a grand room'
